interview_id,run_idx,model_name,latency_ms,ca,exp,ps,rel,prof,comm
intv_0019,0,gpt-3.5-turbo,1122,8,7,7,7,6,6
intv_0019,1,gpt-3.5-turbo,4351,8,7,7,7,6,6
intv_0019,2,gpt-3.5-turbo,1038,8,7,7,7,6,6
intv_0020,0,gpt-3.5-turbo,1010,8,7,7,7,6,6
intv_0020,1,gpt-3.5-turbo,895,8,7,7,7,6,6
intv_0020,2,gpt-3.5-turbo,1263,8,7,7,7,6,6
intv_0021,0,gpt-3.5-turbo,698,8,7,7,7,6,6
intv_0021,1,gpt-3.5-turbo,1162,8,7,7,7,6,6
intv_0021,2,gpt-3.5-turbo,1183,8,7,7,7,6,6
intv_0022,0,gpt-3.5-turbo,1404,8,7,7,7,6,6
intv_0022,1,gpt-3.5-turbo,1187,8,7,7,7,6,6
intv_0022,2,gpt-3.5-turbo,1143,8,7,7,7,6,6
intv_0023,0,gpt-3.5-turbo,934,8,7,7,7,6,6
intv_0023,1,gpt-3.5-turbo,870,8,7,7,7,6,6
intv_0023,2,gpt-3.5-turbo,949,8,7,7,7,6,6
intv_0024,0,gpt-3.5-turbo,1126,8,7,7,7,6,6
intv_0024,1,gpt-3.5-turbo,1100,8,7,7,7,6,6
intv_0024,2,gpt-3.5-turbo,780,8,7,7,7,6,6
intv_0025,0,gpt-3.5-turbo,1409,8,7,7,7,6,6
intv_0025,1,gpt-3.5-turbo,713,8,7,7,7,6,6
intv_0025,2,gpt-3.5-turbo,1009,8,7,7,7,6,6
intv_0026,0,gpt-3.5-turbo,910,8,7,7,7,6,6
intv_0026,1,gpt-3.5-turbo,1042,8,7,7,7,6,6
intv_0026,2,gpt-3.5-turbo,1163,8,7,7,7,6,6
intv_0027,0,gpt-3.5-turbo,735,8,7,7,7,6,6
intv_0027,1,gpt-3.5-turbo,984,8,7,7,7,6,6
intv_0027,2,gpt-3.5-turbo,1081,8,7,7,7,6,6
intv_0028,0,gpt-3.5-turbo,1012,8,7,7,7,6,6
intv_0028,1,gpt-3.5-turbo,939,8,7,7,7,6,6
intv_0028,2,gpt-3.5-turbo,800,8,7,7,7,6,6
intv_0029,0,gpt-3.5-turbo,1049,8,7,7,7,6,6
intv_0029,1,gpt-3.5-turbo,1181,8,7,7,7,6,6
intv_0029,2,gpt-3.5-turbo,1055,8,7,7,7,6,6
intv_0030,0,gpt-3.5-turbo,1051,8,7,7,7,6,6
intv_0030,1,gpt-3.5-turbo,1334,8,7,7,7,6,6
intv_0030,2,gpt-3.5-turbo,793,8,7,7,7,6,6
intv_0031,0,gpt-3.5-turbo,1759,8,7,7,7,6,6
intv_0031,1,gpt-3.5-turbo,742,8,7,7,7,6,6
intv_0031,2,gpt-3.5-turbo,737,8,7,7,7,6,6
intv_0032,0,gpt-3.5-turbo,973,8,7,7,7,6,6
intv_0032,1,gpt-3.5-turbo,2171,8,7,7,7,6,6
intv_0032,2,gpt-3.5-turbo,926,8,7,7,7,6,6
intv_0033,0,gpt-3.5-turbo,773,8,7,7,7,6,6
intv_0033,1,gpt-3.5-turbo,812,8,7,7,7,6,6
intv_0033,2,gpt-3.5-turbo,831,8,7,7,7,6,6
intv_0034,0,gpt-3.5-turbo,1345,8,7,7,7,6,6
intv_0034,1,gpt-3.5-turbo,992,8,7,7,7,6,6
intv_0034,2,gpt-3.5-turbo,1056,8,7,7,7,6,6
intv_0035,0,gpt-3.5-turbo,1115,8,7,7,7,6,6
intv_0035,1,gpt-3.5-turbo,1166,8,7,7,7,6,6
intv_0035,2,gpt-3.5-turbo,1011,8,7,7,7,6,6
intv_0036,0,gpt-3.5-turbo,1402,8,7,7,7,6,6
intv_0036,1,gpt-3.5-turbo,927,8,7,7,7,6,6
intv_0036,2,gpt-3.5-turbo,930,8,7,7,7,6,6
intv_0037,0,gpt-3.5-turbo,1175,8,7,7,7,6,6
intv_0037,1,gpt-3.5-turbo,1190,8,7,7,7,6,6
intv_0037,2,gpt-3.5-turbo,1013,8,7,7,7,6,6
intv_0038,0,gpt-3.5-turbo,1079,8,7,7,7,6,6
intv_0038,1,gpt-3.5-turbo,1306,8,7,7,7,6,6
intv_0038,2,gpt-3.5-turbo,1230,8,7,7,7,6,6
intv_0039,0,gpt-3.5-turbo,717,8,7,7,7,6,6
intv_0039,1,gpt-3.5-turbo,758,8,7,7,7,6,6
intv_0039,2,gpt-3.5-turbo,1141,8,7,7,7,6,6
intv_0040,0,gpt-3.5-turbo,1130,8,7,7,7,6,6
intv_0040,1,gpt-3.5-turbo,811,8,7,7,7,6,6
intv_0040,2,gpt-3.5-turbo,667,8,7,7,7,6,6
intv_0041,0,gpt-3.5-turbo,1203,8,7,7,7,6,6
intv_0041,1,gpt-3.5-turbo,1731,8,7,7,7,6,6
intv_0041,2,gpt-3.5-turbo,1047,8,7,7,7,6,6
intv_0042,0,gpt-3.5-turbo,666,8,7,7,7,6,6
intv_0042,1,gpt-3.5-turbo,753,8,7,7,7,6,6
intv_0042,2,gpt-3.5-turbo,1176,8,7,7,7,6,6
intv_0043,0,gpt-3.5-turbo,1003,8,7,7,7,6,6
intv_0043,1,gpt-3.5-turbo,1197,8,7,7,7,6,6
intv_0043,2,gpt-3.5-turbo,1233,8,7,7,7,6,6
intv_0044,0,gpt-3.5-turbo,994,8,7,7,7,6,6
intv_0044,1,gpt-3.5-turbo,1046,8,7,7,7,6,6
intv_0044,2,gpt-3.5-turbo,1093,8,7,7,7,6,6
intv_0045,0,gpt-3.5-turbo,935,8,7,7,7,6,6
intv_0045,1,gpt-3.5-turbo,830,8,7,7,7,6,6
intv_0045,2,gpt-3.5-turbo,1488,8,7,7,7,6,6
intv_0046,0,gpt-3.5-turbo,1340,8,7,7,7,6,6
intv_0046,1,gpt-3.5-turbo,1185,8,7,7,7,6,6
intv_0046,2,gpt-3.5-turbo,888,8,7,7,7,6,6
intv_0047,0,gpt-3.5-turbo,938,8,7,7,7,6,6
intv_0047,1,gpt-3.5-turbo,1005,8,7,7,7,6,6
intv_0047,2,gpt-3.5-turbo,821,8,7,7,7,6,6
intv_0048,0,gpt-3.5-turbo,1290,8,7,7,7,6,6
intv_0048,1,gpt-3.5-turbo,1078,8,7,7,7,6,6
intv_0048,2,gpt-3.5-turbo,1257,8,7,7,7,6,6
intv_0049,0,gpt-3.5-turbo,1206,8,7,7,7,6,6
intv_0049,1,gpt-3.5-turbo,1044,8,7,7,7,6,6
intv_0049,2,gpt-3.5-turbo,1069,8,7,7,7,6,6
intv_0050,0,gpt-3.5-turbo,963,8,7,7,7,6,6
intv_0050,1,gpt-3.5-turbo,1172,8,7,7,7,6,6
intv_0050,2,gpt-3.5-turbo,851,8,7,7,7,6,6
