interview_id,role,run_idx,model,ca,exp,ps,rel,prof,comm,latency_ms,input_tokens,output_tokens,cost
customer_service_representative_004,Customer Service Representative,4,gpt-3.5-turbo,4,2,3,2,3,3,852.543830871582,1425,51,0.000789
customer_service_representative_005,Customer Service Representative,0,gpt-3.5-turbo,4,3,3,2,3,2,787.9219055175781,1294,51,0.0007235
customer_service_representative_005,Customer Service Representative,1,gpt-3.5-turbo,4,3,3,2,3,2,811.3400936126709,1294,51,0.0007235
customer_service_representative_005,Customer Service Representative,2,gpt-3.5-turbo,4,3,3,2,3,2,643.2290077209473,1294,51,0.0007235
customer_service_representative_005,Customer Service Representative,3,gpt-3.5-turbo,4,3,3,2,3,2,609.9977493286133,1294,51,0.0007235
customer_service_representative_005,Customer Service Representative,4,gpt-3.5-turbo,4,3,3,2,3,2,733.7009906768799,1294,51,0.0007235
customer_service_representative_006,Customer Service Representative,0,gpt-3.5-turbo,7,8,8,7,8,8,809.9620342254639,1510,51,0.0008315
customer_service_representative_006,Customer Service Representative,1,gpt-3.5-turbo,7,8,8,7,8,8,1095.9229469299316,1510,51,0.0008315
customer_service_representative_006,Customer Service Representative,2,gpt-3.5-turbo,7,8,8,7,8,8,1052.9382228851318,1510,51,0.0008315
customer_service_representative_006,Customer Service Representative,3,gpt-3.5-turbo,7,8,8,7,8,8,1333.739995956421,1510,51,0.0008315
customer_service_representative_006,Customer Service Representative,4,gpt-3.5-turbo,7,8,8,7,8,8,885.2999210357666,1510,51,0.0008315
customer_service_representative_007,Customer Service Representative,0,gpt-3.5-turbo,3,2,3,2,3,2,1047.0142364501953,1397,51,0.000775
customer_service_representative_007,Customer Service Representative,1,gpt-3.5-turbo,4,3,3,2,3,2,1049.213171005249,1397,51,0.000775
customer_service_representative_007,Customer Service Representative,2,gpt-3.5-turbo,4,3,3,2,3,2,618.2410717010498,1397,51,0.000775
customer_service_representative_007,Customer Service Representative,3,gpt-3.5-turbo,3,2,3,2,3,2,826.2362480163574,1397,51,0.000775
customer_service_representative_007,Customer Service Representative,4,gpt-3.5-turbo,3,2,3,2,3,2,594.0358638763428,1397,51,0.000775
customer_service_representative_008,Customer Service Representative,0,gpt-3.5-turbo,8,9,8,8,9,9,953.3951282501221,2193,51,0.001173
customer_service_representative_008,Customer Service Representative,1,gpt-3.5-turbo,8,9,8,8,9,9,793.8807010650635,2193,51,0.001173
customer_service_representative_008,Customer Service Representative,2,gpt-3.5-turbo,8,9,8,8,9,9,1010.6797218322754,2193,51,0.001173
customer_service_representative_008,Customer Service Representative,3,gpt-3.5-turbo,8,9,8,8,9,9,922.6400852203369,2193,51,0.001173
customer_service_representative_008,Customer Service Representative,4,gpt-3.5-turbo,8,9,8,8,9,9,591.4702415466309,2193,51,0.001173
customer_service_representative_009,Customer Service Representative,0,gpt-3.5-turbo,8,9,8,7,9,9,800.4748821258545,2188,51,0.0011704999999999999
customer_service_representative_009,Customer Service Representative,1,gpt-3.5-turbo,8,9,8,7,9,9,758.0051422119141,2188,51,0.0011704999999999999
customer_service_representative_009,Customer Service Representative,2,gpt-3.5-turbo,8,9,8,7,9,9,1071.004867553711,2188,51,0.0011704999999999999
customer_service_representative_009,Customer Service Representative,3,gpt-3.5-turbo,8,9,8,7,9,9,803.034782409668,2188,51,0.0011704999999999999
customer_service_representative_009,Customer Service Representative,4,gpt-3.5-turbo,8,9,8,7,9,9,891.514778137207,2188,51,0.0011704999999999999
customer_service_representative_010,Customer Service Representative,0,gpt-3.5-turbo,7,8,8,7,8,8,919.8629856109619,1574,51,0.0008635
customer_service_representative_010,Customer Service Representative,1,gpt-3.5-turbo,7,8,8,7,8,8,1228.5051345825195,1574,51,0.0008635
customer_service_representative_010,Customer Service Representative,2,gpt-3.5-turbo,7,8,8,7,8,8,904.4849872589111,1574,51,0.0008635
customer_service_representative_010,Customer Service Representative,3,gpt-3.5-turbo,7,8,8,7,8,8,733.4797382354736,1574,51,0.0008635
customer_service_representative_010,Customer Service Representative,4,gpt-3.5-turbo,7,8,8,7,8,8,819.4479942321777,1574,51,0.0008635
customer_service_representative_011,Customer Service Representative,0,gpt-3.5-turbo,7,8,8,7,8,8,831.2690258026123,1630,51,0.0008914999999999999
customer_service_representative_011,Customer Service Representative,1,gpt-3.5-turbo,7,8,8,7,8,8,910.4342460632324,1630,51,0.0008914999999999999
customer_service_representative_011,Customer Service Representative,2,gpt-3.5-turbo,7,8,8,7,8,8,869.8968887329102,1630,51,0.0008914999999999999
customer_service_representative_011,Customer Service Representative,3,gpt-3.5-turbo,7,8,8,7,8,8,1126.3720989227295,1630,51,0.0008914999999999999
customer_service_representative_011,Customer Service Representative,4,gpt-3.5-turbo,7,8,8,7,8,8,665.3597354888916,1630,51,0.0008914999999999999
customer_service_representative_012,Customer Service Representative,0,gpt-3.5-turbo,7,8,8,7,8,8,1021.7428207397461,1415,51,0.000784
customer_service_representative_012,Customer Service Representative,1,gpt-3.5-turbo,7,8,8,7,8,8,1025.2618789672852,1415,51,0.000784
customer_service_representative_012,Customer Service Representative,2,gpt-3.5-turbo,7,8,8,7,8,8,658.8428020477295,1415,51,0.000784
customer_service_representative_012,Customer Service Representative,3,gpt-3.5-turbo,7,8,8,7,8,8,672.011137008667,1415,51,0.000784
customer_service_representative_012,Customer Service Representative,4,gpt-3.5-turbo,7,8,8,7,8,8,817.3787593841553,1415,51,0.000784
customer_service_representative_013,Customer Service Representative,0,gpt-3.5-turbo,8,9,8,8,9,9,826.7741203308105,2087,51,0.00112
customer_service_representative_013,Customer Service Representative,1,gpt-3.5-turbo,8,9,8,8,9,9,780.479907989502,2087,51,0.00112
customer_service_representative_013,Customer Service Representative,2,gpt-3.5-turbo,8,9,9,8,9,9,1261.7080211639404,2087,51,0.00112
customer_service_representative_013,Customer Service Representative,3,gpt-3.5-turbo,8,9,9,8,9,9,1023.5819816589355,2087,51,0.00112
customer_service_representative_013,Customer Service Representative,4,gpt-3.5-turbo,8,9,8,8,9,9,1127.7270317077637,2087,51,0.00112
customer_service_representative_014,Customer Service Representative,0,gpt-3.5-turbo,8,9,8,7,8,9,1023.9391326904297,2173,51,0.001163
customer_service_representative_014,Customer Service Representative,1,gpt-3.5-turbo,8,9,8,7,8,9,1124.7410774230957,2173,51,0.001163
customer_service_representative_014,Customer Service Representative,2,gpt-3.5-turbo,8,9,8,7,9,9,1447.6420879364014,2173,51,0.001163
customer_service_representative_014,Customer Service Representative,3,gpt-3.5-turbo,8,9,8,7,9,9,1001.9979476928711,2173,51,0.001163
customer_service_representative_014,Customer Service Representative,4,gpt-3.5-turbo,8,9,8,7,9,9,867.9029941558838,2173,51,0.001163
customer_service_representative_015,Customer Service Representative,0,gpt-3.5-turbo,4,3,4,2,3,3,984.381914138794,1312,51,0.0007325
customer_service_representative_015,Customer Service Representative,1,gpt-3.5-turbo,4,3,4,2,3,3,745.4378604888916,1312,51,0.0007325
customer_service_representative_015,Customer Service Representative,2,gpt-3.5-turbo,4,3,4,2,3,3,890.3851509094238,1312,51,0.0007325
customer_service_representative_015,Customer Service Representative,3,gpt-3.5-turbo,4,3,4,2,3,3,819.8342323303223,1312,51,0.0007325
customer_service_representative_015,Customer Service Representative,4,gpt-3.5-turbo,4,3,4,2,3,3,1284.9631309509277,1312,51,0.0007325
customer_service_representative_016,Customer Service Representative,0,gpt-3.5-turbo,3,2,3,2,3,2,655.84397315979,1354,51,0.0007534999999999999
customer_service_representative_016,Customer Service Representative,1,gpt-3.5-turbo,3,2,3,2,3,2,636.7998123168945,1354,51,0.0007534999999999999
customer_service_representative_016,Customer Service Representative,2,gpt-3.5-turbo,3,2,3,2,3,2,941.9679641723633,1354,51,0.0007534999999999999
customer_service_representative_016,Customer Service Representative,3,gpt-3.5-turbo,3,2,3,2,3,2,1394.6387767791748,1354,51,0.0007534999999999999
customer_service_representative_016,Customer Service Representative,4,gpt-3.5-turbo,3,2,3,2,3,2,1231.031894683838,1354,51,0.0007534999999999999
customer_service_representative_017,Customer Service Representative,0,gpt-3.5-turbo,4,3,4,2,3,3,925.2960681915283,1436,51,0.0007945
customer_service_representative_017,Customer Service Representative,1,gpt-3.5-turbo,4,3,4,2,3,3,1124.8929500579834,1436,51,0.0007945
customer_service_representative_017,Customer Service Representative,2,gpt-3.5-turbo,4,3,4,2,3,3,658.3890914916992,1436,51,0.0007945
customer_service_representative_017,Customer Service Representative,3,gpt-3.5-turbo,4,3,4,2,3,3,1388.8120651245117,1436,51,0.0007945
customer_service_representative_017,Customer Service Representative,4,gpt-3.5-turbo,4,3,4,2,3,3,709.1059684753418,1436,51,0.0007945
customer_service_representative_018,Customer Service Representative,0,gpt-3.5-turbo,3,2,3,2,3,2,671.0541248321533,1396,51,0.0007745
customer_service_representative_018,Customer Service Representative,1,gpt-3.5-turbo,3,2,3,2,3,2,603.1630039215088,1396,51,0.0007745
customer_service_representative_018,Customer Service Representative,2,gpt-3.5-turbo,3,2,3,2,3,2,674.8030185699463,1396,51,0.0007745
customer_service_representative_018,Customer Service Representative,3,gpt-3.5-turbo,3,2,3,2,3,2,852.2212505340576,1396,51,0.0007745
customer_service_representative_018,Customer Service Representative,4,gpt-3.5-turbo,3,2,3,2,3,2,686.7897510528564,1396,51,0.0007745
customer_service_representative_019,Customer Service Representative,0,gpt-3.5-turbo,3,2,2,1,2,2,751.7561912536621,1442,51,0.0007974999999999999
customer_service_representative_019,Customer Service Representative,1,gpt-3.5-turbo,3,2,2,1,2,2,1058.3150386810303,1442,51,0.0007974999999999999
customer_service_representative_019,Customer Service Representative,2,gpt-3.5-turbo,3,2,2,1,2,2,1156.7389965057373,1442,51,0.0007974999999999999
customer_service_representative_019,Customer Service Representative,3,gpt-3.5-turbo,3,2,2,1,2,2,658.693790435791,1442,51,0.0007974999999999999
customer_service_representative_019,Customer Service Representative,4,gpt-3.5-turbo,3,2,2,1,2,2,674.4091510772705,1442,51,0.0007974999999999999
customer_service_representative_020,Customer Service Representative,0,gpt-3.5-turbo,3,2,3,2,2,2,1124.1490840911865,1340,51,0.0007465
customer_service_representative_020,Customer Service Representative,1,gpt-3.5-turbo,3,2,3,2,2,2,819.3061351776123,1340,51,0.0007465
customer_service_representative_020,Customer Service Representative,2,gpt-3.5-turbo,3,2,3,2,2,3,696.5408325195312,1340,51,0.0007465
customer_service_representative_020,Customer Service Representative,3,gpt-3.5-turbo,3,2,3,2,2,2,723.5093116760254,1340,51,0.0007465
customer_service_representative_020,Customer Service Representative,4,gpt-3.5-turbo,3,2,3,2,2,2,1216.738224029541,1340,51,0.0007465
customer_service_representative_021,Customer Service Representative,0,gpt-3.5-turbo,7,8,8,7,8,8,846.3881015777588,1679,51,0.0009159999999999999
customer_service_representative_021,Customer Service Representative,1,gpt-3.5-turbo,7,8,8,7,8,8,818.6500072479248,1679,51,0.0009159999999999999
customer_service_representative_021,Customer Service Representative,2,gpt-3.5-turbo,7,8,8,7,8,8,716.2432670593262,1679,51,0.0009159999999999999
customer_service_representative_021,Customer Service Representative,3,gpt-3.5-turbo,7,8,8,7,8,8,839.6329879760742,1679,51,0.0009159999999999999
customer_service_representative_021,Customer Service Representative,4,gpt-3.5-turbo,7,8,8,7,8,8,741.3532733917236,1679,51,0.0009159999999999999
customer_service_representative_022,Customer Service Representative,0,gpt-3.5-turbo,7,8,8,7,8,8,827.599287033081,1624,51,0.0008885
customer_service_representative_022,Customer Service Representative,1,gpt-3.5-turbo,7,8,8,7,8,8,630.770206451416,1624,51,0.0008885
customer_service_representative_022,Customer Service Representative,2,gpt-3.5-turbo,7,8,8,7,8,8,953.2411098480225,1624,51,0.0008885
customer_service_representative_022,Customer Service Representative,3,gpt-3.5-turbo,7,8,8,7,8,8,718.980073928833,1624,51,0.0008885
customer_service_representative_022,Customer Service Representative,4,gpt-3.5-turbo,7,8,8,7,8,8,1329.211950302124,1624,51,0.0008885
customer_service_representative_023,Customer Service Representative,0,gpt-3.5-turbo,3,2,2,4,3,2,716.1159515380859,1413,51,0.000783
customer_service_representative_023,Customer Service Representative,1,gpt-3.5-turbo,3,2,2,4,3,2,1046.6439723968506,1413,51,0.000783
customer_service_representative_023,Customer Service Representative,2,gpt-3.5-turbo,3,2,2,4,3,2,1410.9270572662354,1413,51,0.000783
customer_service_representative_023,Customer Service Representative,3,gpt-3.5-turbo,3,2,2,4,3,2,716.4750099182129,1413,51,0.000783
customer_service_representative_023,Customer Service Representative,4,gpt-3.5-turbo,3,2,2,4,3,2,637.1490955352783,1413,51,0.000783
customer_service_representative_024,Customer Service Representative,0,gpt-3.5-turbo,3,2,3,2,3,2,796.6220378875732,1353,51,0.000753
customer_service_representative_024,Customer Service Representative,1,gpt-3.5-turbo,3,2,3,2,3,2,687.6237392425537,1353,51,0.000753
customer_service_representative_024,Customer Service Representative,2,gpt-3.5-turbo,3,2,3,2,3,2,777.9061794281006,1353,51,0.000753
customer_service_representative_024,Customer Service Representative,3,gpt-3.5-turbo,3,2,3,2,3,2,891.3149833679199,1353,51,0.000753
customer_service_representative_024,Customer Service Representative,4,gpt-3.5-turbo,3,2,3,2,3,2,818.0761337280273,1353,51,0.000753
customer_service_representative_025,Customer Service Representative,0,gpt-3.5-turbo,7,6,7,6,7,8,921.5829372406006,1648,51,0.0009004999999999999
customer_service_representative_025,Customer Service Representative,1,gpt-3.5-turbo,7,6,8,7,8,8,716.616153717041,1648,51,0.0009004999999999999
customer_service_representative_025,Customer Service Representative,2,gpt-3.5-turbo,7,6,8,7,8,8,622.3812103271484,1648,51,0.0009004999999999999
customer_service_representative_025,Customer Service Representative,3,gpt-3.5-turbo,7,6,8,7,8,8,707.5986862182617,1648,51,0.0009004999999999999
customer_service_representative_025,Customer Service Representative,4,gpt-3.5-turbo,7,6,8,7,8,8,658.6287021636963,1648,51,0.0009004999999999999
customer_service_representative_026,Customer Service Representative,0,gpt-3.5-turbo,7,8,8,7,8,8,730.8320999145508,1636,51,0.0008945
customer_service_representative_026,Customer Service Representative,1,gpt-3.5-turbo,7,8,8,7,8,8,760.9281539916992,1636,51,0.0008945
customer_service_representative_026,Customer Service Representative,2,gpt-3.5-turbo,7,8,8,7,8,8,1331.2139511108398,1636,51,0.0008945
customer_service_representative_026,Customer Service Representative,3,gpt-3.5-turbo,7,8,8,7,8,8,832.664966583252,1636,51,0.0008945
customer_service_representative_026,Customer Service Representative,4,gpt-3.5-turbo,7,8,8,7,8,8,816.7369365692139,1636,51,0.0008945
customer_service_representative_027,Customer Service Representative,0,gpt-3.5-turbo,8,9,8,7,8,9,707.2310447692871,2153,51,0.001153
customer_service_representative_027,Customer Service Representative,1,gpt-3.5-turbo,8,9,8,7,8,9,1124.8068809509277,2153,51,0.001153
customer_service_representative_027,Customer Service Representative,2,gpt-3.5-turbo,8,9,8,7,8,9,1109.4417572021484,2153,51,0.001153
customer_service_representative_027,Customer Service Representative,3,gpt-3.5-turbo,8,9,8,7,8,9,939.810037612915,2153,51,0.001153
customer_service_representative_027,Customer Service Representative,4,gpt-3.5-turbo,8,9,8,7,8,9,826.2100219726562,2153,51,0.001153
customer_service_representative_028,Customer Service Representative,0,gpt-3.5-turbo,7,8,8,7,8,8,1118.4580326080322,1557,51,0.000855
customer_service_representative_028,Customer Service Representative,1,gpt-3.5-turbo,7,8,8,7,8,8,919.8031425476074,1557,51,0.000855
customer_service_representative_028,Customer Service Representative,2,gpt-3.5-turbo,7,8,8,7,8,8,615.0221824645996,1557,51,0.000855
customer_service_representative_028,Customer Service Representative,3,gpt-3.5-turbo,7,8,8,7,8,8,1024.0490436553955,1557,51,0.000855
customer_service_representative_028,Customer Service Representative,4,gpt-3.5-turbo,7,8,8,7,8,8,819.9067115783691,1557,51,0.000855
customer_service_representative_029,Customer Service Representative,0,gpt-3.5-turbo,8,9,8,7,8,9,835.1333141326904,2144,51,0.0011485
customer_service_representative_029,Customer Service Representative,1,gpt-3.5-turbo,8,9,8,7,9,9,968.85085105896,2144,51,0.0011485
customer_service_representative_029,Customer Service Representative,2,gpt-3.5-turbo,8,9,8,7,8,9,858.6649894714355,2144,51,0.0011485
customer_service_representative_029,Customer Service Representative,3,gpt-3.5-turbo,8,9,8,7,8,9,1291.1453247070312,2144,51,0.0011485
customer_service_representative_029,Customer Service Representative,4,gpt-3.5-turbo,8,9,8,7,9,9,1169.6529388427734,2144,51,0.0011485
customer_service_representative_030,Customer Service Representative,0,gpt-3.5-turbo,7,8,8,7,8,8,662.6548767089844,1497,51,0.000825
customer_service_representative_030,Customer Service Representative,1,gpt-3.5-turbo,7,8,8,7,8,8,878.8290023803711,1497,51,0.000825
customer_service_representative_030,Customer Service Representative,2,gpt-3.5-turbo,7,8,8,7,8,8,705.8758735656738,1497,51,0.000825
customer_service_representative_030,Customer Service Representative,3,gpt-3.5-turbo,7,8,8,7,8,7,716.7789936065674,1497,51,0.000825
customer_service_representative_030,Customer Service Representative,4,gpt-3.5-turbo,7,8,8,7,8,8,895.4970836639404,1497,51,0.000825
customer_service_representative_031,Customer Service Representative,0,gpt-3.5-turbo,8,9,8,8,9,9,1562.713861465454,2219,51,0.001186
customer_service_representative_031,Customer Service Representative,1,gpt-3.5-turbo,8,9,8,8,9,9,818.8550472259521,2219,51,0.001186
customer_service_representative_031,Customer Service Representative,2,gpt-3.5-turbo,8,9,8,8,9,9,1717.0641422271729,2219,51,0.001186
customer_service_representative_031,Customer Service Representative,3,gpt-3.5-turbo,8,9,8,8,9,9,638.5350227355957,2219,51,0.001186
customer_service_representative_031,Customer Service Representative,4,gpt-3.5-turbo,8,9,8,8,9,9,1013.2331848144531,2219,51,0.001186
customer_service_representative_032,Customer Service Representative,0,gpt-3.5-turbo,8,9,9,8,9,9,1004.7318935394287,2322,51,0.0012374999999999999
customer_service_representative_032,Customer Service Representative,1,gpt-3.5-turbo,8,9,9,8,9,9,939.708948135376,2322,51,0.0012374999999999999
customer_service_representative_032,Customer Service Representative,2,gpt-3.5-turbo,8,9,9,8,9,9,1974.330186843872,2322,51,0.0012374999999999999
customer_service_representative_032,Customer Service Representative,3,gpt-3.5-turbo,8,9,9,8,9,9,944.0691471099854,2322,51,0.0012374999999999999
customer_service_representative_032,Customer Service Representative,4,gpt-3.5-turbo,8,9,9,8,9,9,1254.328966140747,2322,51,0.0012374999999999999
customer_service_representative_033,Customer Service Representative,0,gpt-3.5-turbo,8,9,8,7,9,9,847.0659255981445,2001,51,0.001077
customer_service_representative_033,Customer Service Representative,1,gpt-3.5-turbo,8,9,8,7,9,8,893.8138484954834,2001,51,0.001077
customer_service_representative_033,Customer Service Representative,2,gpt-3.5-turbo,8,9,8,7,9,9,1146.8079090118408,2001,51,0.001077
customer_service_representative_033,Customer Service Representative,3,gpt-3.5-turbo,8,9,8,7,9,9,731.4229011535645,2001,51,0.001077
customer_service_representative_033,Customer Service Representative,4,gpt-3.5-turbo,8,9,8,7,9,9,698.3802318572998,2001,51,0.001077
customer_service_representative_034,Customer Service Representative,0,gpt-3.5-turbo,7,8,8,7,8,8,1145.2281475067139,1539,51,0.000846
customer_service_representative_034,Customer Service Representative,1,gpt-3.5-turbo,7,8,8,7,8,8,777.7371406555176,1539,51,0.000846
customer_service_representative_034,Customer Service Representative,2,gpt-3.5-turbo,7,8,8,7,8,8,728.5339832305908,1539,51,0.000846
customer_service_representative_034,Customer Service Representative,3,gpt-3.5-turbo,7,8,8,7,8,8,623.0220794677734,1539,51,0.000846
customer_service_representative_034,Customer Service Representative,4,gpt-3.5-turbo,7,8,8,7,8,8,839.8520946502686,1539,51,0.000846
customer_service_representative_035,Customer Service Representative,0,gpt-3.5-turbo,7,8,8,7,8,8,792.4699783325195,1723,51,0.0009379999999999999
customer_service_representative_035,Customer Service Representative,1,gpt-3.5-turbo,7,8,8,7,8,8,914.1528606414795,1723,51,0.0009379999999999999
customer_service_representative_035,Customer Service Representative,2,gpt-3.5-turbo,7,8,8,7,8,8,803.2667636871338,1723,51,0.0009379999999999999
customer_service_representative_035,Customer Service Representative,3,gpt-3.5-turbo,7,8,8,7,8,8,1097.7649688720703,1723,51,0.0009379999999999999
customer_service_representative_035,Customer Service Representative,4,gpt-3.5-turbo,7,8,8,7,8,8,693.9237117767334,1723,51,0.0009379999999999999
customer_service_representative_036,Customer Service Representative,0,gpt-3.5-turbo,8,9,8,7,8,9,817.8989887237549,2048,51,0.0011005
customer_service_representative_036,Customer Service Representative,1,gpt-3.5-turbo,8,9,8,7,8,9,819.8838233947754,2048,51,0.0011005
customer_service_representative_036,Customer Service Representative,2,gpt-3.5-turbo,8,9,8,7,8,9,1125.8301734924316,2048,51,0.0011005
customer_service_representative_036,Customer Service Representative,3,gpt-3.5-turbo,8,9,8,7,8,9,747.2660541534424,2048,51,0.0011005
customer_service_representative_036,Customer Service Representative,4,gpt-3.5-turbo,8,9,8,7,8,9,1200.434923171997,2048,51,0.0011005
customer_service_representative_037,Customer Service Representative,0,gpt-3.5-turbo,3,2,3,2,2,2,1168.9341068267822,1340,51,0.0007465
customer_service_representative_037,Customer Service Representative,1,gpt-3.5-turbo,3,2,3,2,2,2,775.4991054534912,1340,51,0.0007465
customer_service_representative_037,Customer Service Representative,2,gpt-3.5-turbo,3,2,3,2,2,2,921.0178852081299,1340,51,0.0007465
customer_service_representative_037,Customer Service Representative,3,gpt-3.5-turbo,3,2,3,2,2,2,931.6890239715576,1340,51,0.0007465
customer_service_representative_037,Customer Service Representative,4,gpt-3.5-turbo,3,2,3,2,2,2,737.3270988464355,1340,51,0.0007465
customer_service_representative_038,Customer Service Representative,0,gpt-3.5-turbo,7,8,8,7,8,8,787.3880863189697,1536,51,0.0008445
customer_service_representative_038,Customer Service Representative,1,gpt-3.5-turbo,7,8,8,7,8,8,921.5490818023682,1536,51,0.0008445
customer_service_representative_038,Customer Service Representative,2,gpt-3.5-turbo,7,8,8,7,8,8,767.0609951019287,1536,51,0.0008445
customer_service_representative_038,Customer Service Representative,3,gpt-3.5-turbo,7,8,8,7,8,8,1009.1769695281982,1536,51,0.0008445
customer_service_representative_038,Customer Service Representative,4,gpt-3.5-turbo,7,8,8,7,8,8,989.6821975708008,1536,51,0.0008445
customer_service_representative_039,Customer Service Representative,0,gpt-3.5-turbo,3,2,3,2,2,2,770.6742286682129,1460,51,0.0008064999999999999
customer_service_representative_039,Customer Service Representative,1,gpt-3.5-turbo,3,2,3,2,2,2,763.6673450469971,1460,51,0.0008064999999999999
customer_service_representative_039,Customer Service Representative,2,gpt-3.5-turbo,4,3,4,2,3,2,916.0349369049072,1460,51,0.0008064999999999999
customer_service_representative_039,Customer Service Representative,3,gpt-3.5-turbo,4,3,4,2,3,2,722.8751182556152,1460,51,0.0008064999999999999
customer_service_representative_039,Customer Service Representative,4,gpt-3.5-turbo,3,2,3,2,2,2,746.1841106414795,1460,51,0.0008064999999999999
customer_service_representative_040,Customer Service Representative,0,gpt-3.5-turbo,3,2,3,4,3,2,891.312837600708,1389,51,0.000771
customer_service_representative_040,Customer Service Representative,1,gpt-3.5-turbo,3,2,3,4,3,2,1435.0481033325195,1389,51,0.000771
customer_service_representative_040,Customer Service Representative,2,gpt-3.5-turbo,3,2,3,2,3,2,817.6548480987549,1389,51,0.000771
customer_service_representative_040,Customer Service Representative,3,gpt-3.5-turbo,3,2,3,2,3,2,1331.2301635742188,1389,51,0.000771
customer_service_representative_040,Customer Service Representative,4,gpt-3.5-turbo,3,2,3,2,3,2,922.9841232299805,1389,51,0.000771
customer_service_representative_041,Customer Service Representative,0,gpt-3.5-turbo,7,8,8,7,8,8,715.0719165802002,1632,51,0.0008925
customer_service_representative_041,Customer Service Representative,1,gpt-3.5-turbo,7,8,8,7,8,8,686.9587898254395,1632,51,0.0008925
customer_service_representative_041,Customer Service Representative,2,gpt-3.5-turbo,7,8,8,7,8,8,1180.3960800170898,1632,51,0.0008925
customer_service_representative_041,Customer Service Representative,3,gpt-3.5-turbo,7,8,8,7,8,8,685.4732036590576,1632,51,0.0008925
customer_service_representative_041,Customer Service Representative,4,gpt-3.5-turbo,7,8,8,7,8,8,826.2736797332764,1632,51,0.0008925
customer_service_representative_042,Customer Service Representative,0,gpt-3.5-turbo,7,8,8,7,8,8,1503.0522346496582,1590,51,0.0008715
customer_service_representative_042,Customer Service Representative,1,gpt-3.5-turbo,7,8,8,7,8,8,1057.3959350585938,1590,51,0.0008715
customer_service_representative_042,Customer Service Representative,2,gpt-3.5-turbo,7,8,8,7,8,8,1227.8461456298828,1590,51,0.0008715
customer_service_representative_042,Customer Service Representative,3,gpt-3.5-turbo,7,8,8,7,8,8,843.3940410614014,1590,51,0.0008715
customer_service_representative_042,Customer Service Representative,4,gpt-3.5-turbo,7,8,8,7,8,8,999.3188381195068,1590,51,0.0008715
customer_service_representative_043,Customer Service Representative,0,gpt-3.5-turbo,8,9,8,7,8,9,835.5967998504639,2291,51,0.001222
customer_service_representative_043,Customer Service Representative,1,gpt-3.5-turbo,8,9,8,7,8,9,1007.2939395904541,2291,51,0.001222
customer_service_representative_043,Customer Service Representative,2,gpt-3.5-turbo,8,9,8,7,8,9,819.1068172454834,2291,51,0.001222
customer_service_representative_043,Customer Service Representative,3,gpt-3.5-turbo,8,9,8,7,8,9,804.9747943878174,2291,51,0.001222
