interview_id,role,run_idx,model,ca,exp,ps,rel,prof,comm,latency_ms,input_tokens,output_tokens,cost
customer_service_representative_004,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,6,4,6,6,1225.0981330871582,1453,44,0.0
customer_service_representative_004,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,5,3,6,8,1028.9051532745361,1453,33,0.0
customer_service_representative_005,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,3,2,4,6,1742.3558235168457,1322,33,0.0
customer_service_representative_005,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,4,3,4,6,1124.305009841919,1322,33,0.0
customer_service_representative_005,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,3,2,4,6,1330.2090167999268,1322,33,0.0
customer_service_representative_005,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,3,2,4,6,1150.604009628296,1322,33,0.0
customer_service_representative_005,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,4,3,4,6,1205.2202224731445,1322,44,0.0
customer_service_representative_006,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1126.7237663269043,1538,33,0.0
customer_service_representative_006,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1202.0490169525146,1538,33,0.0
customer_service_representative_006,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,6,8,9,1254.1720867156982,1538,33,0.0
customer_service_representative_006,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1238.0506992340088,1538,33,0.0
customer_service_representative_006,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,954.3170928955078,1538,33,0.0
customer_service_representative_007,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,4,3,6,6,1256.2129497528076,1425,44,0.0
customer_service_representative_007,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,3,4,6,6,1329.24485206604,1425,44,0.0
customer_service_representative_007,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,4,3,6,6,1367.0339584350586,1425,44,0.0
customer_service_representative_007,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,4,4,6,6,1328.9752006530762,1425,44,0.0
customer_service_representative_007,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,6,4,6,4,6,6,1303.466796875,1425,44,0.0
customer_service_representative_008,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1360.0738048553467,2221,33,0.0
customer_service_representative_008,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1433.2380294799805,2221,33,0.0
customer_service_representative_008,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1332.624912261963,2221,33,0.0
customer_service_representative_008,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1230.5259704589844,2221,33,0.0
customer_service_representative_008,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1480.3879261016846,2221,33,0.0
customer_service_representative_009,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1281.653881072998,2216,33,0.0
customer_service_representative_009,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1241.9521808624268,2216,33,0.0
customer_service_representative_009,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1318.3138370513916,2216,33,0.0
customer_service_representative_009,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1228.4159660339355,2216,33,0.0
customer_service_representative_009,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1125.612735748291,2216,33,0.0
customer_service_representative_010,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1316.4362907409668,1602,33,0.0
customer_service_representative_010,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1244.507074356079,1602,33,0.0
customer_service_representative_010,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1125.262975692749,1602,33,0.0
customer_service_representative_010,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1126.2362003326416,1602,33,0.0
customer_service_representative_010,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1331.0673236846924,1602,33,0.0
customer_service_representative_011,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1249.31001663208,1658,33,0.0
customer_service_representative_011,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1521.252155303955,1658,33,0.0
customer_service_representative_011,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1120.09596824646,1658,33,0.0
customer_service_representative_011,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1222.8691577911377,1658,33,0.0
customer_service_representative_011,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1313.9188289642334,1658,33,0.0
customer_service_representative_012,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1185.5442523956299,1443,33,0.0
customer_service_representative_012,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,8,8,8,9,1085.575819015503,1443,33,0.0
customer_service_representative_012,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1470.4160690307617,1443,33,0.0
customer_service_representative_012,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1082.610845565796,1443,33,0.0
customer_service_representative_012,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1241.0471439361572,1443,33,0.0
customer_service_representative_013,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,2047.5919246673584,2115,33,0.0
customer_service_representative_013,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1433.9573383331299,2115,33,0.0
customer_service_representative_013,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1433.398962020874,2115,33,0.0
customer_service_representative_013,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1229.1948795318604,2115,33,0.0
customer_service_representative_013,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1125.4191398620605,2115,33,0.0
customer_service_representative_014,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1312.258005142212,2201,33,0.0
customer_service_representative_014,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1350.0149250030518,2201,33,0.0
customer_service_representative_014,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1330.265760421753,2201,33,0.0
customer_service_representative_014,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1230.407953262329,2201,33,0.0
customer_service_representative_014,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1181.2291145324707,2201,33,0.0
customer_service_representative_015,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,6,5,6,5,6,8,1188.2691383361816,1340,44,0.0
customer_service_representative_015,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,6,5,6,5,6,6,1323.8520622253418,1340,44,0.0
customer_service_representative_015,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,6,5,6,5,6,8,1119.1811561584473,1340,44,0.0
customer_service_representative_015,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,6,6,6,5,6,8,1100.5072593688965,1340,33,0.0
customer_service_representative_015,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,4,5,6,4,5,8,1144.6800231933594,1340,33,0.0
customer_service_representative_016,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,4,3,4,4,5,6,1338.1140232086182,1382,44,0.0
customer_service_representative_016,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,4,3,4,4,5,6,1432.8079223632812,1382,44,0.0
customer_service_representative_016,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,4,3,4,4,5,6,1229.1250228881836,1382,44,0.0
customer_service_representative_016,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,4,3,5,4,6,6,1200.847864151001,1382,44,0.0
customer_service_representative_016,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,4,3,4,4,5,6,1358.7467670440674,1382,44,0.0
customer_service_representative_017,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,4,5,6,5,6,8,1228.6527156829834,1464,33,0.0
customer_service_representative_017,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,4,5,6,5,6,8,1296.6129779815674,1464,33,0.0
customer_service_representative_017,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,4,5,6,5,6,8,1264.8460865020752,1464,33,0.0
customer_service_representative_017,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,4,5,6,5,6,8,1292.1371459960938,1464,33,0.0
customer_service_representative_017,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,4,5,6,5,6,8,1059.826135635376,1464,33,0.0
customer_service_representative_018,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,5,4,5,6,1231.0760021209717,1424,33,0.0
customer_service_representative_018,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,5,4,4,6,1331.3448429107666,1424,33,0.0
customer_service_representative_018,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,5,4,5,6,1226.8822193145752,1424,33,0.0
customer_service_representative_018,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,5,4,4,6,973.4971523284912,1424,33,0.0
customer_service_representative_018,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,4,3,4,6,1180.5200576782227,1424,33,0.0
customer_service_representative_019,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,4,6,6,4,6,8,1123.216152191162,1470,33,0.0
customer_service_representative_019,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,4,5,6,4,6,8,1228.4879684448242,1470,33,0.0
customer_service_representative_019,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,5,2,4,6,1317.5249099731445,1470,33,0.0
customer_service_representative_019,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,4,2,4,6,2473.1040000915527,1470,33,0.0
customer_service_representative_019,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,4,5,6,4,6,8,1330.2412033081055,1470,33,0.0
customer_service_representative_020,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,4,5,4,6,1233.7441444396973,1368,33,0.0
customer_service_representative_020,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,4,5,4,6,1231.8358421325684,1368,44,0.0
customer_service_representative_020,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,4,5,4,2,1250.6990432739258,1368,44,0.0
customer_service_representative_020,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,3,4,4,6,1197.1619129180908,1368,33,0.0
customer_service_representative_020,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,4,5,4,6,1259.6070766448975,1368,44,0.0
customer_service_representative_021,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,8,8,9,1198.3349323272705,1707,33,0.0
customer_service_representative_021,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1126.7919540405273,1707,33,0.0
customer_service_representative_021,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,8,8,9,1169.1367626190186,1707,33,0.0
customer_service_representative_021,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,8,8,9,1390.2521133422852,1707,33,0.0
customer_service_representative_021,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,8,8,9,1323.7152099609375,1707,33,0.0
customer_service_representative_022,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1338.2089138031006,1652,33,0.0
customer_service_representative_022,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,8,8,9,9,1432.1579933166504,1652,33,0.0
customer_service_representative_022,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,8,7,8,9,1124.3298053741455,1652,33,0.0
customer_service_representative_022,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,8,8,8,9,975.071907043457,1652,33,0.0
customer_service_representative_022,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,8,7,8,9,1178.8647174835205,1652,33,0.0
customer_service_representative_023,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,4,5,3,5,4,8,1175.7776737213135,1441,33,0.0
customer_service_representative_023,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,4,5,4,5,4,6,1281.0029983520508,1441,44,0.0
customer_service_representative_023,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,4,5,4,5,5,6,1107.452154159546,1441,33,0.0
customer_service_representative_023,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,3,5,4,6,1198.3850002288818,1441,44,0.0
customer_service_representative_023,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,4,6,4,6,6,8,1197.7109909057617,1441,44,0.0
customer_service_representative_024,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,6,4,6,5,6,4,1254.6699047088623,1381,44,0.0
customer_service_representative_024,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,4,3,5,4,4,6,1412.5750064849854,1381,44,0.0
customer_service_representative_024,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,4,3,5,4,5,6,1239.0918731689453,1381,44,0.0
customer_service_representative_024,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,4,3,5,4,4,6,1219.3419933319092,1381,44,0.0
customer_service_representative_024,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,4,3,4,4,4,6,1304.2120933532715,1381,44,0.0
customer_service_representative_025,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,8,6,8,7,8,9,1232.738971710205,1676,33,0.0
customer_service_representative_025,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1283.4250926971436,1676,33,0.0
customer_service_representative_025,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,8,6,8,7,8,9,1168.7979698181152,1676,33,0.0
customer_service_representative_025,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,8,6,8,7,8,9,1127.52366065979,1676,33,0.0
customer_service_representative_025,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1313.8997554779053,1676,33,0.0
customer_service_representative_026,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1347.8960990905762,1664,33,0.0
customer_service_representative_026,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,2149.7530937194824,1664,33,0.0
customer_service_representative_026,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1330.2347660064697,1664,33,0.0
customer_service_representative_026,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1056.3209056854248,1664,33,0.0
customer_service_representative_026,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1197.4587440490723,1664,33,0.0
customer_service_representative_027,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1330.1701545715332,2181,33,0.0
customer_service_representative_027,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1230.1199436187744,2181,33,0.0
customer_service_representative_027,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1231.3668727874756,2181,33,0.0
customer_service_representative_027,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1532.2778224945068,2181,33,0.0
customer_service_representative_027,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1228.6410331726074,2181,33,0.0
customer_service_representative_028,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1333.2641124725342,1585,33,0.0
customer_service_representative_028,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1329.7748565673828,1585,33,0.0
customer_service_representative_028,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1330.7650089263916,1585,33,0.0
customer_service_representative_028,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1433.1440925598145,1585,33,0.0
customer_service_representative_028,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1433.7170124053955,1585,33,0.0
customer_service_representative_029,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1228.9416790008545,2172,33,0.0
customer_service_representative_029,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,8,7,8,9,1471.738338470459,2172,33,0.0
customer_service_representative_029,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,8,8,8,9,1395.080327987671,2172,33,0.0
customer_service_representative_029,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,8,7,8,9,1228.496789932251,2172,33,0.0
customer_service_representative_029,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1246.3510036468506,2172,33,0.0
customer_service_representative_030,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1177.6981353759766,1525,33,0.0
customer_service_representative_030,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1159.425973892212,1525,33,0.0
customer_service_representative_030,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1536.1599922180176,1525,33,0.0
customer_service_representative_030,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1332.3490619659424,1525,33,0.0
customer_service_representative_030,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1276.822805404663,1525,33,0.0
customer_service_representative_031,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1179.326057434082,2247,33,0.0
customer_service_representative_031,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1357.736349105835,2247,33,0.0
customer_service_representative_031,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,2952.554941177368,2247,33,0.0
customer_service_representative_031,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1160.5157852172852,2247,33,0.0
customer_service_representative_031,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1184.3788623809814,2247,33,0.0
customer_service_representative_032,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1433.835744857788,2350,33,0.0
customer_service_representative_032,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,8,8,9,1292.4768924713135,2350,33,0.0
customer_service_representative_032,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1268.3141231536865,2350,33,0.0
customer_service_representative_032,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1126.0700225830078,2350,33,0.0
customer_service_representative_032,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1227.3399829864502,2350,33,0.0
customer_service_representative_033,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1155.3030014038086,2029,33,0.0
customer_service_representative_033,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1109.5337867736816,2029,33,0.0
customer_service_representative_033,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1315.4082298278809,2029,33,0.0
customer_service_representative_033,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1232.800006866455,2029,33,0.0
customer_service_representative_033,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,8,9,9,1535.938024520874,2029,33,0.0
customer_service_representative_034,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1162.9986763000488,1567,33,0.0
customer_service_representative_034,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1294.9109077453613,1567,33,0.0
customer_service_representative_034,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1229.3570041656494,1567,33,0.0
customer_service_representative_034,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1073.3318328857422,1567,33,0.0
customer_service_representative_034,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1154.8848152160645,1567,33,0.0
customer_service_representative_035,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,6,8,9,1254.4689178466797,1751,33,0.0
customer_service_representative_035,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,6,8,9,1430.8600425720215,1751,33,0.0
customer_service_representative_035,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,6,8,9,1068.6821937561035,1751,33,0.0
customer_service_representative_035,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1184.1826438903809,1751,33,0.0
customer_service_representative_035,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,8,7,8,7,8,9,1306.9989681243896,1751,33,0.0
customer_service_representative_036,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,7,8,9,1560.0810050964355,2076,33,0.0
customer_service_representative_036,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,8,9,9,8,9,9,1428.5669326782227,2076,33,0.0
customer_service_representative_036,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,8,9,9,8,9,9,1336.9150161743164,2076,33,0.0
customer_service_representative_036,Customer Service Representative,3,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,7,8,9,1102.522850036621,2076,33,0.0
customer_service_representative_036,Customer Service Representative,4,meta-llama/Llama-3.1-8B-Instruct:novita,8,8,9,7,8,9,1251.8022060394287,2076,33,0.0
customer_service_representative_037,Customer Service Representative,0,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,5,5,6,4,1433.6662292480469,1368,44,0.0
customer_service_representative_037,Customer Service Representative,1,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,4,5,5,6,1228.302001953125,1368,44,0.0
customer_service_representative_037,Customer Service Representative,2,meta-llama/Llama-3.1-8B-Instruct:novita,4,4,5,4,6,4,1464.648962020874,1368,44,0.0
