interview_id,role,model,num_samples,ca_score,ca_confidence,ca_std,exp_score,exp_confidence,exp_std,ps_score,ps_confidence,ps_std,rel_score,rel_confidence,rel_std,prof_score,prof_confidence,prof_std,comm_score,comm_confidence,comm_std,overall_weighted_score,avg_latency_ms,total_cost,avg_cost_per_sample
customer_service_representative_019,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,6.0,high,0.4948716593053935,6.0,high,0.0,4.0,high,0.0,6.0,high,0.0,8.0,high,0.0,5.3,1291.3906914847237,0.0,0.0
customer_service_representative_020,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,4.0,high,0.0,4.0,high,0.6388765649999398,5.0,high,0.7284313590846836,4.0,high,0.0,6.0,high,0.6998542122237652,4.15,1250.1463549477714,0.0,0.0
customer_service_representative_021,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.4948716593053935,8.0,high,0.0,9.0,high,0.0,7.65,1179.8210484640938,0.0,0.0
customer_service_representative_022,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.4517539514526256,8.0,high,0.0,8.0,high,0.4517539514526256,8.0,high,0.34992710611188255,9.0,high,0.0,8.05,1213.0194050925118,0.0,0.0
customer_service_representative_023,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,5.0,high,0.0,3.0,high,0.4948716593053935,5.0,high,0.7559289460184544,5.0,high,0.6998542122237652,8.0,high,0.6998542122237652,4.5,1198.3105114528112,0.0,0.0
customer_service_representative_024,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,3.0,high,0.0,5.0,high,0.0,4.0,high,0.0,5.0,high,0.45175395145262565,6.0,high,1.3997084244475304,3.95,1331.0670852661133,0.0,0.0
customer_service_representative_025,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,6.0,high,0.3499271061118826,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.3,1231.6007954733711,0.0,0.0
customer_service_representative_026,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.3499271061118826,8.0,high,0.0,9.0,high,0.0,7.65,1258.525746209281,0.0,0.0
customer_service_representative_027,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,9.0,high,0.34992710611188255,9.0,high,0.0,8.25,1304.3989794594902,0.0,0.0
customer_service_representative_028,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1310.4049818856377,0.0,0.0
customer_service_representative_029,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,8.0,high,0.4948716593053935,8.0,high,0.3499271061118826,8.0,high,0.4948716593053935,9.0,high,0.0,8.05,1302.2563457489014,0.0,0.0
customer_service_representative_030,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.3499271061118826,8.0,high,0.0,9.0,high,0.0,7.65,1257.9997267041888,0.0,0.0
customer_service_representative_031,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.25,1403.7864548819405,0.0,0.0
customer_service_representative_032,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.4948716593053935,9.0,high,0.4948716593053935,8.0,high,0.4517539514526256,9.0,high,0.4948716593053935,9.0,high,0.0,8.25,1372.2428594316755,0.0,0.0
customer_service_representative_033,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.25,1340.851102556501,0.0,0.0
customer_service_representative_034,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1207.3537962777275,0.0,0.0
customer_service_representative_035,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,6.0,high,0.4517539514526256,8.0,high,0.0,9.0,high,0.0,7.6,1189.8080621446882,0.0,0.0
customer_service_representative_036,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.4948716593053935,9.0,high,0.0,7.0,high,0.4948716593053935,8.0,high,0.4948716593053935,9.0,high,0.0,8.15,1329.8036711556572,0.0,0.0
customer_service_representative_037,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,4.0,high,0.0,5.0,high,0.3499271061118826,4.0,high,0.3499271061118826,6.0,high,0.45175395145262565,6.0,high,0.6998542122237652,4.35,1363.070045198713,0.0,0.0
customer_service_representative_038,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,8.0,high,0.0,8.0,high,0.4948716593053935,8.0,high,0.0,9.0,high,0.0,8.05,1324.4731426239014,0.0,0.0
customer_service_representative_039,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,5.0,high,0.4517539514526256,6.0,high,0.4517539514526256,5.0,high,0.3499271061118826,6.0,high,0.3499271061118826,8.0,high,0.0,5.0,1246.2020601545062,0.0,0.0
customer_service_representative_040,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,6.0,high,0.0,4.0,high,0.0,6.0,high,0.0,5.0,high,0.0,6.0,high,0.0,6.0,medium,0.880630571852711,5.25,1386.897257396153,0.0,0.0
customer_service_representative_041,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.3499271061118826,8.0,high,0.0,9.0,high,0.0,7.65,1403.8141454969134,0.0,0.0
customer_service_representative_042,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1345.834425517491,0.0,0.0
customer_service_representative_043,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.25,1390.162433896746,0.0,0.0
customer_service_representative_044,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1351.2226854051862,0.0,0.0
customer_service_representative_045,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.25,1222.5959641592842,0.0,0.0
customer_service_representative_046,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,6.0,high,0.45175395145262565,8.0,high,0.0,9.0,high,0.0,7.6,1302.0233086177282,0.0,0.0
customer_service_representative_047,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,9.0,high,0.3499271061118825,9.0,high,0.0,8.25,1243.0907658168248,0.0,0.0
customer_service_representative_048,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.4948716593053935,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.0,1251.0202952793666,0.0,0.0
customer_service_representative_049,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,4.0,high,0.4517539514526256,5.0,medium,0.832993127835043,5.0,high,0.4948716593053935,6.0,high,0.0,8.0,high,0.0,4.5,1241.0581452505928,0.0,0.0
customer_service_representative_050,Customer Service Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,6.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.1,1339.745146887643,0.0,0.0
sales_representative_001,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,7.0,high,0.45175395145262565,6.0,high,0.45175395145262565,7.0,high,0.45175395145262565,6.0,high,0.0,7.0,high,0.45175395145262565,8.0,high,0.4517539514526256,6.65,1229.203632899693,0.0,0.0
sales_representative_002,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,medium,1.355261854357877,2.0,low,1.7612611437054218,6.0,high,0.4517539514526256,6.0,high,0.0,7.0,high,0.0,8.0,high,0.6998542122237653,4.05,1263.5009969983782,0.0,0.0
sales_representative_003,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,8.0,high,0.0,6.65,1343.2090623038155,0.0,0.0
sales_representative_004,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.4517539514526256,8.0,high,0.0,6.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.6,1195.7361357552666,0.0,0.0
sales_representative_005,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,8.0,high,0.0,6.65,1302.696807043893,0.0,0.0
sales_representative_006,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,1.0497813183356477,6.0,high,0.0,4.0,high,1.0497813183356477,6.0,high,0.0,7.0,high,0.3499271061118826,8.0,high,0.0,5.15,1270.6081186022077,0.0,0.0
sales_representative_007,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.3499271061118826,8.0,high,0.0,6.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.6,1259.849854878017,0.0,0.0
sales_representative_008,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.4948716593053935,9.0,high,0.4948716593053935,6.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.1,1240.2420725141253,0.0,0.0
sales_representative_009,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,7.0,low,1.4846149779161806,6.0,high,0.6998542122237652,7.0,high,0.7284313590846835,6.0,high,0.6998542122237652,7.0,high,0.3499271061118826,8.0,high,0.6998542122237652,6.65,1195.8446502685547,0.0,0.0
sales_representative_010,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,6.0,high,0.6998542122237653,6.0,high,0.0,6.0,high,0.3499271061118826,7.0,high,0.45175395145262565,8.0,high,0.0,5.45,1176.9561086382184,0.0,0.0
sales_representative_011,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,4.0,high,0.7284313590846835,6.0,high,0.3499271061118826,5.0,high,0.3499271061118826,6.0,high,0.3499271061118826,8.0,high,0.0,4.65,1172.6835795811244,0.0,0.0
sales_representative_012,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.45175395145262565,8.0,high,0.9035079029052513,9.0,high,0.9035079029052513,6.0,high,0.0,8.0,high,0.45175395145262565,9.0,high,0.45175395145262565,8.1,1228.95690373012,0.0,0.0
sales_representative_013,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,low,1.4846149779161804,4.0,medium,0.9897433186107869,3.0,low,1.979486637221574,4.0,medium,0.9897433186107869,4.0,low,1.4846149779161804,8.0,high,0.0,4.05,1196.5387208121163,0.0,0.0
sales_representative_014,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,6.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.15,1258.078132356916,0.0,0.0
sales_representative_015,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,8.0,high,0.0,6.65,1229.7438212803431,0.0,0.0
sales_representative_016,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,7.0,medium,1.355261854357877,6.0,high,0.0,7.0,medium,1.355261854357877,6.0,high,0.0,7.0,high,0.0,8.0,high,0.0,6.65,1256.9993223462786,0.0,0.0
sales_representative_017,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,7.0,high,1.0497813183356477,6.0,high,0.0,7.0,high,1.0497813183356477,6.0,high,0.0,7.0,high,0.3499271061118826,8.0,high,0.0,6.65,1240.478515625,0.0,0.0
sales_representative_018,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,6.0,high,0.3499271061118826,8.0,high,0.0,9.0,high,0.0,8.1,1290.1194776807513,0.0,0.0
sales_representative_019,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,8.0,high,0.0,6.65,1272.5532736097064,0.0,0.0
sales_representative_020,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.3499271061118826,7.0,high,0.3499271061118826,8.0,high,0.3499271061118826,6.0,high,0.0,8.0,high,0.3499271061118826,9.0,high,0.3499271061118825,7.6,1199.7979709080287,0.0,0.0
sales_representative_021,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.4948716593053935,7.0,high,0.4948716593053935,8.0,high,0.4948716593053935,6.0,high,0.0,8.0,high,0.4948716593053935,9.0,high,0.4948716593053935,7.6,1155.064174107143,0.0,0.0
sales_representative_022,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,medium,1.355261854357877,6.0,medium,0.9897433186107869,3.0,medium,1.8070158058105026,6.0,medium,0.9897433186107869,7.0,low,1.4846149779161806,8.0,high,0.0,5.0,1180.0265993390765,0.0,0.0
sales_representative_023,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.45175395145262565,7.0,high,0.45175395145262565,8.0,high,0.45175395145262565,7.0,high,0.4948716593053935,8.0,high,0.45175395145262565,9.0,high,0.45175395145262565,7.65,1266.5811266217913,0.0,0.0
sales_representative_024,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,6.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.6,1371.1418764931816,0.0,0.0
sales_representative_025,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,7.0,medium,1.3552618543578767,6.0,high,0.0,7.0,medium,1.3552618543578767,6.0,high,0.0,7.0,high,0.0,8.0,high,0.0,6.65,1273.1690066201347,0.0,0.0
sales_representative_026,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,medium,1.355261854357877,6.0,high,0.0,6.0,high,0.4948716593053935,6.0,high,0.0,7.0,high,0.0,8.0,high,0.0,5.45,1258.2030977521624,0.0,0.0
sales_representative_027,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.4517539514526256,8.0,high,0.0,9.0,high,0.0,7.65,1257.2402954101562,0.0,0.0
sales_representative_028,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.3499271061118826,7.0,high,0.3499271061118826,8.0,high,0.3499271061118826,6.0,high,0.0,8.0,high,0.3499271061118826,9.0,high,0.34992710611188255,7.6,1214.2505645751953,0.0,0.0
sales_representative_029,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,6.0,high,0.0,6.0,high,0.0,6.0,high,0.0,7.0,high,0.0,8.0,high,0.0,5.45,1212.4421937125069,0.0,0.0
sales_representative_030,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,7.0,high,1.0497813183356477,6.0,high,0.6998542122237653,7.0,high,0.3499271061118826,6.0,high,0.6998542122237653,7.0,high,0.3499271061118826,8.0,high,0.6998542122237653,6.65,1347.2577503749303,0.0,0.0
sales_representative_031,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,7.0,high,0.4517539514526256,6.0,high,0.0,7.0,high,0.4517539514526256,6.0,high,0.0,7.0,high,0.4517539514526256,8.0,high,0.0,6.65,1292.328153337751,0.0,0.0
sales_representative_032,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,6.0,high,0.3499271061118826,8.0,high,0.0,9.0,high,0.0,7.6,1384.4948836735316,0.0,0.0
sales_representative_033,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,7.0,medium,1.3093073414159542,6.0,high,0.3499271061118826,7.0,high,1.0301575072754257,6.0,high,0.0,7.0,high,0.4948716593053935,8.0,high,0.6998542122237653,6.65,1326.5020166124616,0.0,0.0
sales_representative_034,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,6.0,high,0.3499271061118826,8.0,high,0.0,9.0,high,0.0,8.1,1262.3929296221052,0.0,0.0
sales_representative_035,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,7.0,medium,1.355261854357877,6.0,high,0.9035079029052512,7.0,medium,1.8070158058105026,6.0,high,0.4517539514526256,7.0,medium,1.355261854357877,8.0,high,0.9035079029052512,6.65,1309.9924836839948,0.0,0.0
sales_representative_036,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,7.0,medium,1.3552618543578767,6.0,medium,1.8070158058105026,7.0,high,0.4517539514526256,6.0,high,0.9035079029052512,7.0,high,0.9035079029052512,8.0,medium,1.8070158058105026,6.65,1261.686188834054,0.0,0.0
sales_representative_037,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,6.0,high,0.0,4.0,high,0.6998542122237652,6.0,high,0.0,7.0,high,0.0,8.0,high,0.0,5.15,1322.6722989763532,0.0,0.0
sales_representative_038,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,7.0,high,0.4948716593053935,6.0,high,0.4948716593053935,7.0,high,0.4948716593053935,6.0,high,0.0,7.0,high,0.4948716593053935,8.0,high,0.4948716593053935,6.65,1249.417815889631,0.0,0.0
sales_representative_039,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,8.0,high,0.0,6.65,1234.0484006064278,0.0,0.0
sales_representative_040,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,8.0,high,0.0,6.0,high,0.4517539514526256,8.0,high,0.0,9.0,high,0.0,7.95,1258.0362388065882,0.0,0.0
sales_representative_041,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,8.0,high,0.0,6.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.95,1228.7024770464216,0.0,0.0
sales_representative_042,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,6.0,high,0.0,6.0,high,0.0,6.0,high,0.0,7.0,high,0.0,8.0,high,0.0,5.45,1403.9257594517298,0.0,0.0
sales_representative_043,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.4948716593053935,7.0,high,0.4948716593053935,8.0,high,0.4948716593053935,6.0,high,0.0,8.0,high,0.4948716593053935,9.0,high,0.4948716593053935,7.6,1214.1459669385638,0.0,0.0
sales_representative_044,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,low,1.355261854357877,6.0,high,0.3499271061118826,6.0,high,0.4948716593053935,6.0,high,0.0,7.0,high,0.3499271061118826,8.0,high,0.6998542122237652,5.45,1278.3323015485491,0.0,0.0
sales_representative_045,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,8.0,high,0.0,6.65,1252.3987293243408,0.0,0.0
sales_representative_046,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,6.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.6,1325.655732836042,0.0,0.0
sales_representative_047,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.3499271061118826,7.0,high,0.3499271061118826,8.0,high,0.3499271061118826,6.0,high,0.3499271061118826,8.0,high,0.3499271061118826,9.0,high,0.3499271061118825,7.6,1292.5293786185127,0.0,0.0
sales_representative_048,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,8.0,high,0.0,6.65,1243.342331477574,0.0,0.0
sales_representative_049,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,4.0,high,0.9035079029052513,3.0,low,1.4846149779161804,4.0,high,0.0,6.0,high,0.7284313590846836,8.0,medium,0.9897433186107869,4.15,1181.8338802882604,0.0,0.0
sales_representative_050,Sales Representative,meta-llama/Llama-3.1-8B-Instruct:novita,7,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,6.0,high,0.0,7.0,high,0.0,8.0,high,0.0,6.65,1242.5661768232073,0.0,0.0
field_technician_001,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1376.3090542384557,0.0,0.0
