interview_id,run_idx,model_name,latency_ms,ca,exp,ps,rel,prof,comm
intv_0010,2,meta-llama/Llama-3.1-8B-Instruct:novita,1771,8,8,8,8,7,8
intv_0011,0,meta-llama/Llama-3.1-8B-Instruct:novita,1557,8,8,8,8,8,8
intv_0011,1,meta-llama/Llama-3.1-8B-Instruct:novita,1352,7,8,8,8,8,8
intv_0011,2,meta-llama/Llama-3.1-8B-Instruct:novita,1446,8,7,7,8,8,8
intv_0012,0,meta-llama/Llama-3.1-8B-Instruct:novita,1663,9,9,8,8,8,8
intv_0012,1,meta-llama/Llama-3.1-8B-Instruct:novita,1388,8,9,8,8,8,9
intv_0012,2,meta-llama/Llama-3.1-8B-Instruct:novita,1347,9,8,9,9,8,8
intv_0013,0,meta-llama/Llama-3.1-8B-Instruct:novita,1435,9,8,8,9,8,9
intv_0013,1,meta-llama/Llama-3.1-8B-Instruct:novita,1448,8,9,7,8,8,8
intv_0013,2,meta-llama/Llama-3.1-8B-Instruct:novita,1522,8,8,8,8,8,8
intv_0014,0,meta-llama/Llama-3.1-8B-Instruct:novita,1308,7,8,8,8,7,8
intv_0014,1,meta-llama/Llama-3.1-8B-Instruct:novita,1615,8,9,8,8,7,8
intv_0014,2,meta-llama/Llama-3.1-8B-Instruct:novita,1374,8,9,8,8,8,9
intv_0015,0,meta-llama/Llama-3.1-8B-Instruct:novita,1566,8,7,8,8,8,8
intv_0015,1,meta-llama/Llama-3.1-8B-Instruct:novita,1523,8,8,7,8,8,8
intv_0015,2,meta-llama/Llama-3.1-8B-Instruct:novita,1358,8,9,8,9,8,9
intv_0016,0,meta-llama/Llama-3.1-8B-Instruct:novita,1496,8,8,8,8,7,8
intv_0016,1,meta-llama/Llama-3.1-8B-Instruct:novita,1280,9,8,8,8,8,8
intv_0016,2,meta-llama/Llama-3.1-8B-Instruct:novita,1493,8,8,8,8,8,7
intv_0017,0,meta-llama/Llama-3.1-8B-Instruct:novita,1243,4,3,5,8,8,9
intv_0017,1,meta-llama/Llama-3.1-8B-Instruct:novita,1660,5,4,3,8,7,9
intv_0017,2,meta-llama/Llama-3.1-8B-Instruct:novita,1663,5,4,6,8,7,8
intv_0018,0,meta-llama/Llama-3.1-8B-Instruct:novita,1374,8,8,8,9,8,8
intv_0018,1,meta-llama/Llama-3.1-8B-Instruct:novita,1540,8,8,8,8,8,8
intv_0018,2,meta-llama/Llama-3.1-8B-Instruct:novita,1584,8,8,8,9,8,8
intv_0019,0,meta-llama/Llama-3.1-8B-Instruct:novita,1491,9,8,8,8,8,8
intv_0019,1,meta-llama/Llama-3.1-8B-Instruct:novita,1480,8,8,8,9,8,9
intv_0019,2,meta-llama/Llama-3.1-8B-Instruct:novita,1376,9,9,8,8,8,9
intv_0020,0,meta-llama/Llama-3.1-8B-Instruct:novita,1514,7,6,8,8,8,8
intv_0020,1,meta-llama/Llama-3.1-8B-Instruct:novita,1613,7,6,7,8,8,8
intv_0020,2,meta-llama/Llama-3.1-8B-Instruct:novita,1500,9,9,9,8,8,9
intv_0021,0,meta-llama/Llama-3.1-8B-Instruct:novita,1516,6,2,3,5,5,8
intv_0021,1,meta-llama/Llama-3.1-8B-Instruct:novita,1476,8,7,5,7,7,8
intv_0021,2,meta-llama/Llama-3.1-8B-Instruct:novita,1721,8,5,8,9,7,8
intv_0022,0,meta-llama/Llama-3.1-8B-Instruct:novita,1764,9,9,8,8,8,8
intv_0022,1,meta-llama/Llama-3.1-8B-Instruct:novita,1820,8,8,8,8,8,8
intv_0022,2,meta-llama/Llama-3.1-8B-Instruct:novita,1733,8,9,8,8,7,8
intv_0023,0,meta-llama/Llama-3.1-8B-Instruct:novita,1551,9,9,8,9,8,8
intv_0023,1,meta-llama/Llama-3.1-8B-Instruct:novita,1703,7,8,7,8,7,8
intv_0023,2,meta-llama/Llama-3.1-8B-Instruct:novita,1705,8,8,8,9,8,9
intv_0024,0,meta-llama/Llama-3.1-8B-Instruct:novita,1676,9,8,8,8,7,8
intv_0024,1,meta-llama/Llama-3.1-8B-Instruct:novita,1533,8,6,7,8,8,9
intv_0024,2,meta-llama/Llama-3.1-8B-Instruct:novita,1501,8,6,7,8,8,8
intv_0025,0,meta-llama/Llama-3.1-8B-Instruct:novita,1483,9,9,8,9,9,9
intv_0025,1,meta-llama/Llama-3.1-8B-Instruct:novita,1627,8,8,8,8,8,8
intv_0025,2,meta-llama/Llama-3.1-8B-Instruct:novita,1744,8,8,8,8,8,7
intv_0026,0,meta-llama/Llama-3.1-8B-Instruct:novita,1685,8,8,8,8,8,8
intv_0026,1,meta-llama/Llama-3.1-8B-Instruct:novita,1535,8,8,8,8,7,8
intv_0026,2,meta-llama/Llama-3.1-8B-Instruct:novita,1762,8,8,8,8,8,8
intv_0027,0,meta-llama/Llama-3.1-8B-Instruct:novita,1478,8,8,7,8,7,8
intv_0027,1,meta-llama/Llama-3.1-8B-Instruct:novita,1514,8,8,8,8,8,7
intv_0027,2,meta-llama/Llama-3.1-8B-Instruct:novita,1528,8,8,8,8,8,8
intv_0028,0,meta-llama/Llama-3.1-8B-Instruct:novita,1591,8,8,8,8,8,9
intv_0028,1,meta-llama/Llama-3.1-8B-Instruct:novita,1239,8,8,8,9,8,8
intv_0028,2,meta-llama/Llama-3.1-8B-Instruct:novita,1490,8,8,8,8,8,9
intv_0029,0,meta-llama/Llama-3.1-8B-Instruct:novita,1511,9,9,8,8,8,8
intv_0029,1,meta-llama/Llama-3.1-8B-Instruct:novita,1261,8,9,8,8,8,9
intv_0029,2,meta-llama/Llama-3.1-8B-Instruct:novita,1454,8,8,8,8,8,8
intv_0030,0,meta-llama/Llama-3.1-8B-Instruct:novita,1431,7,8,8,8,8,9
intv_0030,1,meta-llama/Llama-3.1-8B-Instruct:novita,1519,8,8,8,9,8,9
intv_0030,2,meta-llama/Llama-3.1-8B-Instruct:novita,1730,8,8,8,8,8,9
intv_0031,0,meta-llama/Llama-3.1-8B-Instruct:novita,1449,8,8,8,8,8,8
intv_0031,1,meta-llama/Llama-3.1-8B-Instruct:novita,1632,8,8,8,8,8,8
intv_0031,2,meta-llama/Llama-3.1-8B-Instruct:novita,1630,8,7,9,8,7,7
intv_0032,0,meta-llama/Llama-3.1-8B-Instruct:novita,1561,8,9,8,8,7,8
intv_0032,1,meta-llama/Llama-3.1-8B-Instruct:novita,1456,8,8,8,8,8,8
intv_0032,2,meta-llama/Llama-3.1-8B-Instruct:novita,1492,9,8,7,8,8,9
intv_0033,0,meta-llama/Llama-3.1-8B-Instruct:novita,1470,8,9,7,8,7,8
intv_0033,1,meta-llama/Llama-3.1-8B-Instruct:novita,1656,7,8,8,8,8,7
intv_0033,2,meta-llama/Llama-3.1-8B-Instruct:novita,1694,8,8,8,8,8,8
intv_0034,0,meta-llama/Llama-3.1-8B-Instruct:novita,1357,8,9,8,9,8,8
intv_0034,1,meta-llama/Llama-3.1-8B-Instruct:novita,1441,8,8,8,8,8,8
intv_0034,2,meta-llama/Llama-3.1-8B-Instruct:novita,1672,8,8,8,8,7,7
intv_0035,0,meta-llama/Llama-3.1-8B-Instruct:novita,1632,8,8,8,9,8,8
intv_0035,1,meta-llama/Llama-3.1-8B-Instruct:novita,1451,8,8,8,9,8,8
intv_0035,2,meta-llama/Llama-3.1-8B-Instruct:novita,1598,9,8,7,9,8,8
intv_0036,0,meta-llama/Llama-3.1-8B-Instruct:novita,1744,8,8,8,8,8,9
intv_0036,1,meta-llama/Llama-3.1-8B-Instruct:novita,1621,9,9,8,8,8,8
intv_0036,2,meta-llama/Llama-3.1-8B-Instruct:novita,1709,8,8,8,8,8,9
intv_0037,0,meta-llama/Llama-3.1-8B-Instruct:novita,1338,9,8,8,8,7,9
intv_0037,1,meta-llama/Llama-3.1-8B-Instruct:novita,1741,8,8,8,8,7,8
intv_0037,2,meta-llama/Llama-3.1-8B-Instruct:novita,1506,7,8,8,9,7,8
intv_0038,0,meta-llama/Llama-3.1-8B-Instruct:novita,1509,8,8,8,9,8,8
intv_0038,1,meta-llama/Llama-3.1-8B-Instruct:novita,1563,8,8,8,9,8,8
intv_0038,2,meta-llama/Llama-3.1-8B-Instruct:novita,1409,9,9,8,9,8,9
intv_0039,0,meta-llama/Llama-3.1-8B-Instruct:novita,1429,7,4,8,8,8,8
intv_0039,1,meta-llama/Llama-3.1-8B-Instruct:novita,1315,6,8,8,8,8,9
intv_0039,2,meta-llama/Llama-3.1-8B-Instruct:novita,1353,7,8,7,8,7,8
intv_0040,0,meta-llama/Llama-3.1-8B-Instruct:novita,1644,8,8,8,9,8,9
intv_0040,1,meta-llama/Llama-3.1-8B-Instruct:novita,1815,8,8,7,8,7,8
intv_0040,2,meta-llama/Llama-3.1-8B-Instruct:novita,1615,8,8,8,8,8,8
intv_0041,0,meta-llama/Llama-3.1-8B-Instruct:novita,1303,6,3,5,7,7,8
intv_0041,1,meta-llama/Llama-3.1-8B-Instruct:novita,1853,6,3,5,8,7,9
intv_0041,2,meta-llama/Llama-3.1-8B-Instruct:novita,1781,9,6,7,8,7,8
intv_0042,0,meta-llama/Llama-3.1-8B-Instruct:novita,1426,9,8,8,9,8,9
intv_0042,1,meta-llama/Llama-3.1-8B-Instruct:novita,1748,9,9,8,8,8,8
intv_0042,2,meta-llama/Llama-3.1-8B-Instruct:novita,1619,8,8,8,8,8,8
intv_0043,0,meta-llama/Llama-3.1-8B-Instruct:novita,1421,8,8,8,8,8,8
intv_0043,1,meta-llama/Llama-3.1-8B-Instruct:novita,1509,8,9,9,8,8,8
intv_0043,2,meta-llama/Llama-3.1-8B-Instruct:novita,1355,8,8,8,8,8,9
intv_0044,0,meta-llama/Llama-3.1-8B-Instruct:novita,1374,8,8,6,8,8,8
intv_0044,1,meta-llama/Llama-3.1-8B-Instruct:novita,1508,8,8,8,8,8,7
intv_0044,2,meta-llama/Llama-3.1-8B-Instruct:novita,1373,8,8,8,8,8,8
intv_0045,0,meta-llama/Llama-3.1-8B-Instruct:novita,1286,8,8,8,8,8,9
intv_0045,1,meta-llama/Llama-3.1-8B-Instruct:novita,1684,8,8,7,7,7,7
intv_0045,2,meta-llama/Llama-3.1-8B-Instruct:novita,1419,8,8,8,9,8,9
intv_0046,0,meta-llama/Llama-3.1-8B-Instruct:novita,1511,9,8,8,9,8,9
intv_0046,1,meta-llama/Llama-3.1-8B-Instruct:novita,1625,9,8,8,9,9,9
intv_0046,2,meta-llama/Llama-3.1-8B-Instruct:novita,1307,8,8,8,9,8,8
intv_0047,0,meta-llama/Llama-3.1-8B-Instruct:novita,1463,9,8,8,8,7,8
intv_0047,1,meta-llama/Llama-3.1-8B-Instruct:novita,1502,9,8,8,8,7,9
intv_0047,2,meta-llama/Llama-3.1-8B-Instruct:novita,1395,9,9,9,8,8,9
intv_0048,0,meta-llama/Llama-3.1-8B-Instruct:novita,1687,9,8,8,8,8,7
intv_0048,1,meta-llama/Llama-3.1-8B-Instruct:novita,1457,9,9,9,8,8,7
intv_0048,2,meta-llama/Llama-3.1-8B-Instruct:novita,1561,8,7,8,8,7,8
intv_0049,0,meta-llama/Llama-3.1-8B-Instruct:novita,1413,6,4,5,8,8,9
intv_0049,1,meta-llama/Llama-3.1-8B-Instruct:novita,1730,7,2,3,5,6,7
intv_0049,2,meta-llama/Llama-3.1-8B-Instruct:novita,1425,5,8,4,7,8,7
intv_0050,0,meta-llama/Llama-3.1-8B-Instruct:novita,1572,8,9,9,9,8,8
intv_0050,1,meta-llama/Llama-3.1-8B-Instruct:novita,1741,8,9,8,8,8,8
intv_0050,2,meta-llama/Llama-3.1-8B-Instruct:novita,1552,8,8,8,8,8,8
